COMMUNITY,year,hour,FIRST_CRASH_TYPE,crash_count
NEAR WEST SIDE,2016,8,REAR END,39
NEAR WEST SIDE,2016,8,SIDESWIPE OPPOSITE DIRECTION,3
NEAR WEST SIDE,2016,8,SIDESWIPE SAME DIRECTION,31
NEAR WEST SIDE,2016,8,TURNING,26
NEAR WEST SIDE,2016,9,ANGLE,28
NEAR WEST SIDE,2016,9,FIXED OBJECT,4
NEAR WEST SIDE,2016,9,OTHER OBJECT,1
NEAR WEST SIDE,2016,9,PARKED MOTOR VEHICLE,27
NEAR WEST SIDE,2016,9,PEDALCYCLIST,5
NEAR WEST SIDE,2016,9,PEDESTRIAN,1
NEAR WEST SIDE,2016,9,REAR END,50
NEAR WEST SIDE,2016,9,SIDESWIPE OPPOSITE DIRECTION,2
NEAR WEST SIDE,2016,9,SIDESWIPE SAME DIRECTION,38
NEAR WEST SIDE,2016,9,TURNING,25
NEAR WEST SIDE,2016,10,ANGLE,19
NEAR WEST SIDE,2016,10,FIXED OBJECT,6
NEAR WEST SIDE,2016,10,HEAD ON,3
NEAR WEST SIDE,2016,10,PARKED MOTOR VEHICLE,27
NEAR WEST SIDE,2016,10,PEDALCYCLIST,3
NEAR WEST SIDE,2016,10,PEDESTRIAN,2
NEAR WEST SIDE,2016,10,REAR END,29
NEAR WEST SIDE,2016,10,SIDESWIPE OPPOSITE DIRECTION,1
NEAR WEST SIDE,2016,10,SIDESWIPE SAME DIRECTION,31
NEAR WEST SIDE,2016,10,TURNING,26
NEAR WEST SIDE,2016,11,ANGLE,23
NEAR WEST SIDE,2016,11,FIXED OBJECT,2
NEAR WEST SIDE,2016,11,OTHER OBJECT,1
NEAR WEST SIDE,2016,11,PARKED MOTOR VEHICLE,28
NEAR WEST SIDE,2016,11,PEDALCYCLIST,2
NEAR WEST SIDE,2016,11,PEDESTRIAN,4
NEAR WEST SIDE,2016,11,REAR END,43
NEAR WEST SIDE,2016,11,SIDESWIPE OPPOSITE DIRECTION,4
NEAR WEST SIDE,2016,11,SIDESWIPE SAME DIRECTION,29
NEAR WEST SIDE,2016,11,TURNING,30
NEAR WEST SIDE,2016,12,ANGLE,16
NEAR WEST SIDE,2016,12,FIXED OBJECT,4
NEAR WEST SIDE,2016,12,HEAD ON,1
NEAR WEST SIDE,2016,12,OTHER OBJECT,1
NEAR WEST SIDE,2016,12,PARKED MOTOR VEHICLE,29
NEAR WEST SIDE,2016,12,PEDALCYCLIST,4
NEAR WEST SIDE,2016,12,PEDESTRIAN,3
NEAR WEST SIDE,2016,12,REAR END,38
NEAR WEST SIDE,2016,12,SIDESWIPE OPPOSITE DIRECTION,3
NEAR WEST SIDE,2016,12,SIDESWIPE SAME DIRECTION,38
NEAR WEST SIDE,2016,12,TURNING,36
NEAR WEST SIDE,2016,13,ANGLE,17
NEAR WEST SIDE,2016,13,OTHER OBJECT,2
NEAR WEST SIDE,2016,13,PARKED MOTOR VEHICLE,26
NEAR WEST SIDE,2016,13,PEDALCYCLIST,1
NEAR WEST SIDE,2016,13,PEDESTRIAN,3
NEAR WEST SIDE,2016,13,REAR END,46
NEAR WEST SIDE,2016,13,SIDESWIPE OPPOSITE DIRECTION,1
NEAR WEST SIDE,2016,13,SIDESWIPE SAME DIRECTION,32
NEAR WEST SIDE,2016,13,TURNING,21
NEAR WEST SIDE,2016,14,ANGLE,13
NEAR WEST SIDE,2016,14,FIXED OBJECT,4
NEAR WEST SIDE,2016,14,HEAD ON,4
NEAR WEST SIDE,2016,14,OTHER NONCOLLISION,1
NEAR WEST SIDE,2016,14,PARKED MOTOR VEHICLE,16
NEAR WEST SIDE,2016,14,PEDALCYCLIST,2
NEAR WEST SIDE,2016,14,PEDESTRIAN,2
NEAR WEST SIDE,2016,14,REAR END,41
NEAR WEST SIDE,2016,14,SIDESWIPE SAME DIRECTION,32
NEAR WEST SIDE,2016,14,TURNING,25
NEAR WEST SIDE,2016,15,ANGLE,14
NEAR WEST SIDE,2016,15,FIXED OBJECT,1
NEAR WEST SIDE,2016,15,HEAD ON,1
NEAR WEST SIDE,2016,15,OTHER OBJECT,2
NEAR WEST SIDE,2016,15,PARKED MOTOR VEHICLE,23
NEAR WEST SIDE,2016,15,PEDALCYCLIST,4
NEAR WEST SIDE,2016,15,PEDESTRIAN,1
NEAR WEST SIDE,2016,15,REAR END,56
NEAR WEST SIDE,2016,15,SIDESWIPE OPPOSITE DIRECTION,3
NEAR WEST SIDE,2016,15,SIDESWIPE SAME DIRECTION,42
NEAR WEST SIDE,2016,15,TURNING,23
NEAR WEST SIDE,2016,16,ANGLE,15
NEAR WEST SIDE,2016,16,HEAD ON,3
NEAR WEST SIDE,2016,16,PARKED MOTOR VEHICLE,28
NEAR WEST SIDE,2016,16,PEDALCYCLIST,2
NEAR WEST SIDE,2016,16,PEDESTRIAN,2
NEAR WEST SIDE,2016,16,REAR END,44
NEAR WEST SIDE,2016,16,SIDESWIPE OPPOSITE DIRECTION,1
NEAR WEST SIDE,2016,16,SIDESWIPE SAME DIRECTION,36
NEAR WEST SIDE,2016,16,TURNING,19
NEAR WEST SIDE,2016,17,ANGLE,17
NEAR WEST SIDE,2016,17,HEAD ON,2
NEAR WEST SIDE,2016,17,PARKED MOTOR VEHICLE,21
NEAR WEST SIDE,2016,17,PEDALCYCLIST,2
NEAR WEST SIDE,2016,17,PEDESTRIAN,2
NEAR WEST SIDE,2016,17,REAR END,56
NEAR WEST SIDE,2016,17,SIDESWIPE OPPOSITE DIRECTION,3
NEAR WEST SIDE,2016,17,SIDESWIPE SAME DIRECTION,42
NEAR WEST SIDE,2016,17,TURNING,23
NEAR WEST SIDE,2016,18,ANGLE,10
NEAR WEST SIDE,2016,18,FIXED OBJECT,1
NEAR WEST SIDE,2016,18,OTHER OBJECT,1
NEAR WEST SIDE,2016,18,PARKED MOTOR VEHICLE,23
NEAR WEST SIDE,2016,18,PEDALCYCLIST,1
NEAR WEST SIDE,2016,18,PEDESTRIAN,4
NEAR WEST SIDE,2016,18,REAR END,32
NEAR WEST SIDE,2016,18,SIDESWIPE SAME DIRECTION,25
NEAR WEST SIDE,2016,18,TURNING,22
NEAR WEST SIDE,2016,19,ANGLE,9
NEAR WEST SIDE,2016,19,FIXED OBJECT,4
NEAR WEST SIDE,2016,19,OTHER NONCOLLISION,1
NEAR WEST SIDE,2016,19,OTHER OBJECT,1
NEAR WEST SIDE,2016,19,PARKED MOTOR VEHICLE,9
NEAR WEST SIDE,2016,19,PEDALCYCLIST,1
NEAR WEST SIDE,2016,19,REAR END,20
NEAR WEST SIDE,2016,19,SIDESWIPE OPPOSITE DIRECTION,1
NEAR WEST SIDE,2016,19,SIDESWIPE SAME DIRECTION,15
NEAR WEST SIDE,2016,19,TURNING,14
NEAR WEST SIDE,2016,20,ANGLE,6
NEAR WEST SIDE,2016,20,FIXED OBJECT,1
NEAR WEST SIDE,2016,20,PARKED MOTOR VEHICLE,17
NEAR WEST SIDE,2016,20,PEDESTRIAN,1
NEAR WEST SIDE,2016,20,REAR END,15
NEAR WEST SIDE,2016,20,SIDESWIPE SAME DIRECTION,15
NEAR WEST SIDE,2016,20,TURNING,10
NEAR WEST SIDE,2016,21,ANGLE,4
NEAR WEST SIDE,2016,21,PARKED MOTOR VEHICLE,9
NEAR WEST SIDE,2016,21,REAR END,9
NEAR WEST SIDE,2016,21,SIDESWIPE SAME DIRECTION,9
NEAR WEST SIDE,2016,21,TURNING,11
NEAR WEST SIDE,2016,22,ANGLE,2
NEAR WEST SIDE,2016,22,PARKED MOTOR VEHICLE,8
NEAR WEST SIDE,2016,22,REAR END,10
NEAR WEST SIDE,2016,22,SIDESWIPE SAME DIRECTION,7
NEAR WEST SIDE,2016,22,TURNING,1
NEAR WEST SIDE,2016,23,ANGLE,4
NEAR WEST SIDE,2016,23,FIXED OBJECT,3
NEAR WEST SIDE,2016,23,PARKED MOTOR VEHICLE,7
NEAR WEST SIDE,2016,23,REAR END,7
NEAR WEST SIDE,2016,23,SIDESWIPE OPPOSITE DIRECTION,1
NEAR WEST SIDE,2016,23,SIDESWIPE SAME DIRECTION,6
NEAR WEST SIDE,2016,23,TURNING,2
NEAR WEST SIDE,2017,0,ANGLE,10
NEAR WEST SIDE,2017,0,FIXED OBJECT,6
NEAR WEST SIDE,2017,0,HEAD ON,2
NEAR WEST SIDE,2017,0,PARKED MOTOR VEHICLE,15
NEAR WEST SIDE,2017,0,PEDESTRIAN,1
NEAR WEST SIDE,2017,0,REAR END,12
NEAR WEST SIDE,2017,0,SIDESWIPE SAME DIRECTION,7
NEAR WEST SIDE,2017,0,TURNING,7
NEAR WEST SIDE,2017,1,ANGLE,14
NEAR WEST SIDE,2017,1,FIXED OBJECT,4
NEAR WEST SIDE,2017,1,HEAD ON,2
NEAR WEST SIDE,2017,1,PARKED MOTOR VEHICLE,7
NEAR WEST SIDE,2017,1,PEDALCYCLIST,1
NEAR WEST SIDE,2017,1,PEDESTRIAN,3
NEAR WEST SIDE,2017,1,REAR END,6
NEAR WEST SIDE,2017,1,SIDESWIPE OPPOSITE DIRECTION,1
NEAR WEST SIDE,2017,1,SIDESWIPE SAME DIRECTION,2
NEAR WEST SIDE,2017,1,TURNING,2
NEAR WEST SIDE,2017,2,ANGLE,4
NEAR WEST SIDE,2017,2,FIXED OBJECT,3
NEAR WEST SIDE,2017,2,OVERTURNED,1
NEAR WEST SIDE,2017,2,PARKED MOTOR VEHICLE,7
NEAR WEST SIDE,2017,2,PEDESTRIAN,2
NEAR WEST SIDE,2017,2,REAR END,7
NEAR WEST SIDE,2017,2,SIDESWIPE SAME DIRECTION,7
NEAR WEST SIDE,2017,2,TURNING,5
NEAR WEST SIDE,2017,3,ANGLE,3
NEAR WEST SIDE,2017,3,FIXED OBJECT,7
NEAR WEST SIDE,2017,3,PARKED MOTOR VEHICLE,5
NEAR WEST SIDE,2017,3,REAR END,4
NEAR WEST SIDE,2017,3,SIDESWIPE OPPOSITE DIRECTION,1
NEAR WEST SIDE,2017,3,SIDESWIPE SAME DIRECTION,5
NEAR WEST SIDE,2017,3,TURNING,2
NEAR WEST SIDE,2017,4,ANGLE,3
NEAR WEST SIDE,2017,4,FIXED OBJECT,4
NEAR WEST SIDE,2017,4,PARKED MOTOR VEHICLE,8
NEAR WEST SIDE,2017,4,REAR END,2
NEAR WEST SIDE,2017,4,SIDESWIPE SAME DIRECTION,2
NEAR WEST SIDE,2017,4,TURNING,3
NEAR WEST SIDE,2017,5,ANGLE,7
NEAR WEST SIDE,2017,5,FIXED OBJECT,3
NEAR WEST SIDE,2017,5,HEAD ON,1
NEAR WEST SIDE,2017,5,PARKED MOTOR VEHICLE,9
NEAR WEST SIDE,2017,5,PEDALCYCLIST,1
NEAR WEST SIDE,2017,5,PEDESTRIAN,3
NEAR WEST SIDE,2017,5,REAR END,10
NEAR WEST SIDE,2017,5,SIDESWIPE SAME DIRECTION,7
NEAR WEST SIDE,2017,5,TURNING,13
NEAR WEST SIDE,2017,6,ANGLE,17
NEAR WEST SIDE,2017,6,FIXED OBJECT,5
NEAR WEST SIDE,2017,6,OTHER NONCOLLISION,2
NEAR WEST SIDE,2017,6,PARKED MOTOR VEHICLE,15
NEAR WEST SIDE,2017,6,PEDALCYCLIST,4
NEAR WEST SIDE,2017,6,PEDESTRIAN,3
NEAR WEST SIDE,2017,6,REAR END,18
NEAR WEST SIDE,2017,6,SIDESWIPE OPPOSITE DIRECTION,2
NEAR WEST SIDE,2017,6,SIDESWIPE SAME DIRECTION,15
NEAR WEST SIDE,2017,6,TURNING,13
NEAR WEST SIDE,2017,7,ANGLE,17
NEAR WEST SIDE,2017,7,FIXED OBJECT,5
NEAR WEST SIDE,2017,7,HEAD ON,1
NEAR WEST SIDE,2017,7,OTHER OBJECT,2
NEAR WEST SIDE,2017,7,PARKED MOTOR VEHICLE,31
NEAR WEST SIDE,2017,7,PEDALCYCLIST,6
NEAR WEST SIDE,2017,7,PEDESTRIAN,7
NEAR WEST SIDE,2017,7,REAR END,51
NEAR WEST SIDE,2017,7,SIDESWIPE OPPOSITE DIRECTION,1
NEAR WEST SIDE,2017,7,SIDESWIPE SAME DIRECTION,34
NEAR WEST SIDE,2017,7,TURNING,28
NEAR WEST SIDE,2017,8,ANGLE,22
NEAR WEST SIDE,2017,8,FIXED OBJECT,8
NEAR WEST SIDE,2017,8,HEAD ON,1
NEAR WEST SIDE,2017,8,OTHER NONCOLLISION,1
NEAR WEST SIDE,2017,8,PARKED MOTOR VEHICLE,46
NEAR WEST SIDE,2017,8,PEDALCYCLIST,12
NEAR WEST SIDE,2017,8,PEDESTRIAN,7
NEAR WEST SIDE,2017,8,REAR END,48
NEAR WEST SIDE,2017,8,SIDESWIPE OPPOSITE DIRECTION,3
NEAR WEST SIDE,2017,8,SIDESWIPE SAME DIRECTION,75
NEAR WEST SIDE,2017,8,TURNING,41
NEAR WEST SIDE,2017,9,ANGLE,40
NEAR WEST SIDE,2017,9,FIXED OBJECT,6
NEAR WEST SIDE,2017,9,HEAD ON,4
NEAR WEST SIDE,2017,9,OTHER NONCOLLISION,1
NEAR WEST SIDE,2017,9,OTHER OBJECT,1
NEAR WEST SIDE,2017,9,PARKED MOTOR VEHICLE,47
NEAR WEST SIDE,2017,9,PEDALCYCLIST,6
NEAR WEST SIDE,2017,9,PEDESTRIAN,8
NEAR WEST SIDE,2017,9,REAR END,51
NEAR WEST SIDE,2017,9,SIDESWIPE OPPOSITE DIRECTION,4
NEAR WEST SIDE,2017,9,SIDESWIPE SAME DIRECTION,44
NEAR WEST SIDE,2017,9,TURNING,41
NEAR WEST SIDE,2017,10,ANGLE,20
NEAR WEST SIDE,2017,10,FIXED OBJECT,5
NEAR WEST SIDE,2017,10,HEAD ON,3
NEAR WEST SIDE,2017,10,OTHER NONCOLLISION,2
NEAR WEST SIDE,2017,10,OTHER OBJECT,3
NEAR WEST SIDE,2017,10,OVERTURNED,1
NEAR WEST SIDE,2017,10,PARKED MOTOR VEHICLE,50
NEAR WEST SIDE,2017,10,PEDALCYCLIST,9
NEAR WEST SIDE,2017,10,PEDESTRIAN,8
NEAR WEST SIDE,2017,10,REAR END,56
NEAR WEST SIDE,2017,10,SIDESWIPE OPPOSITE DIRECTION,8
NEAR WEST SIDE,2017,10,SIDESWIPE SAME DIRECTION,49
NEAR WEST SIDE,2017,10,TURNING,22
NEAR WEST SIDE,2017,11,ANGLE,28
NEAR WEST SIDE,2017,11,FIXED OBJECT,7
NEAR WEST SIDE,2017,11,OTHER NONCOLLISION,1
NEAR WEST SIDE,2017,11,OTHER OBJECT,4
NEAR WEST SIDE,2017,11,PARKED MOTOR VEHICLE,53
NEAR WEST SIDE,2017,11,PEDALCYCLIST,2
NEAR WEST SIDE,2017,11,PEDESTRIAN,5
NEAR WEST SIDE,2017,11,REAR END,47
NEAR WEST SIDE,2017,11,SIDESWIPE OPPOSITE DIRECTION,4
NEAR WEST SIDE,2017,11,SIDESWIPE SAME DIRECTION,33
NEAR WEST SIDE,2017,11,TURNING,41
NEAR WEST SIDE,2017,12,ANGLE,44
NEAR WEST SIDE,2017,12,FIXED OBJECT,6
NEAR WEST SIDE,2017,12,HEAD ON,2
NEAR WEST SIDE,2017,12,OTHER OBJECT,2
NEAR WEST SIDE,2017,12,PARKED MOTOR VEHICLE,59
NEAR WEST SIDE,2017,12,PEDALCYCLIST,5
NEAR WEST SIDE,2017,12,PEDESTRIAN,4
NEAR WEST SIDE,2017,12,REAR END,73
NEAR WEST SIDE,2017,12,SIDESWIPE OPPOSITE DIRECTION,6
NEAR WEST SIDE,2017,12,SIDESWIPE SAME DIRECTION,64
NEAR WEST SIDE,2017,12,TRAIN,1
NEAR WEST SIDE,2017,12,TURNING,40
NEAR WEST SIDE,2017,13,ANGLE,32
NEAR WEST SIDE,2017,13,FIXED OBJECT,5
NEAR WEST SIDE,2017,13,HEAD ON,1
NEAR WEST SIDE,2017,13,OTHER NONCOLLISION,3
NEAR WEST SIDE,2017,13,OTHER OBJECT,2
NEAR WEST SIDE,2017,13,PARKED MOTOR VEHICLE,57
NEAR WEST SIDE,2017,13,PEDALCYCLIST,2
NEAR WEST SIDE,2017,13,PEDESTRIAN,3
NEAR WEST SIDE,2017,13,REAR END,66
NEAR WEST SIDE,2017,13,SIDESWIPE OPPOSITE DIRECTION,1
NEAR WEST SIDE,2017,13,SIDESWIPE SAME DIRECTION,39
NEAR WEST SIDE,2017,13,TURNING,38
NEAR WEST SIDE,2017,14,ANGLE,27
NEAR WEST SIDE,2017,14,FIXED OBJECT,3
NEAR WEST SIDE,2017,14,HEAD ON,2
NEAR WEST SIDE,2017,14,OTHER OBJECT,3
NEAR WEST SIDE,2017,14,PARKED MOTOR VEHICLE,48
NEAR WEST SIDE,2017,14,PEDESTRIAN,3
NEAR WEST SIDE,2017,14,REAR END,61
NEAR WEST SIDE,2017,14,SIDESWIPE SAME DIRECTION,67
NEAR WEST SIDE,2017,14,TURNING,47
NEAR WEST SIDE,2017,15,ANGLE,30
NEAR WEST SIDE,2017,15,FIXED OBJECT,2
NEAR WEST SIDE,2017,15,OTHER NONCOLLISION,1
NEAR WEST SIDE,2017,15,OTHER OBJECT,1
NEAR WEST SIDE,2017,15,PARKED MOTOR VEHICLE,40
NEAR WEST SIDE,2017,15,PEDALCYCLIST,2
NEAR WEST SIDE,2017,15,PEDESTRIAN,8
NEAR WEST SIDE,2017,15,REAR END,61
NEAR WEST SIDE,2017,15,SIDESWIPE OPPOSITE DIRECTION,6
NEAR WEST SIDE,2017,15,SIDESWIPE SAME DIRECTION,44
NEAR WEST SIDE,2017,15,TURNING,39
NEAR WEST SIDE,2017,16,ANGLE,31
NEAR WEST SIDE,2017,16,FIXED OBJECT,6
NEAR WEST SIDE,2017,16,HEAD ON,2
NEAR WEST SIDE,2017,16,OTHER OBJECT,2
NEAR WEST SIDE,2017,16,PARKED MOTOR VEHICLE,41
NEAR WEST SIDE,2017,16,PEDALCYCLIST,5
NEAR WEST SIDE,2017,16,PEDESTRIAN,4
NEAR WEST SIDE,2017,16,REAR END,85
NEAR WEST SIDE,2017,16,SIDESWIPE OPPOSITE DIRECTION,1
NEAR WEST SIDE,2017,16,SIDESWIPE SAME DIRECTION,57
NEAR WEST SIDE,2017,16,TURNING,44
NEAR WEST SIDE,2017,17,ANGLE,31
NEAR WEST SIDE,2017,17,FIXED OBJECT,8
NEAR WEST SIDE,2017,17,HEAD ON,3
NEAR WEST SIDE,2017,17,OTHER NONCOLLISION,1
NEAR WEST SIDE,2017,17,PARKED MOTOR VEHICLE,45
NEAR WEST SIDE,2017,17,PEDALCYCLIST,8
NEAR WEST SIDE,2017,17,PEDESTRIAN,3
NEAR WEST SIDE,2017,17,REAR END,69
NEAR WEST SIDE,2017,17,SIDESWIPE OPPOSITE DIRECTION,2
NEAR WEST SIDE,2017,17,SIDESWIPE SAME DIRECTION,86
NEAR WEST SIDE,2017,17,TURNING,38
NEAR WEST SIDE,2017,18,ANGLE,21
NEAR WEST SIDE,2017,18,FIXED OBJECT,5
NEAR WEST SIDE,2017,18,OTHER NONCOLLISION,2
NEAR WEST SIDE,2017,18,OTHER OBJECT,1
NEAR WEST SIDE,2017,18,PARKED MOTOR VEHICLE,34
NEAR WEST SIDE,2017,18,PEDALCYCLIST,10
NEAR WEST SIDE,2017,18,PEDESTRIAN,5
NEAR WEST SIDE,2017,18,REAR END,52
NEAR WEST SIDE,2017,18,SIDESWIPE SAME DIRECTION,46
NEAR WEST SIDE,2017,18,TURNING,32
NEAR WEST SIDE,2017,19,ANGLE,22
NEAR WEST SIDE,2017,19,FIXED OBJECT,6
NEAR WEST SIDE,2017,19,HEAD ON,1
NEAR WEST SIDE,2017,19,OTHER NONCOLLISION,1
NEAR WEST SIDE,2017,19,OTHER OBJECT,1
NEAR WEST SIDE,2017,19,PARKED MOTOR VEHICLE,23
NEAR WEST SIDE,2017,19,PEDALCYCLIST,3
NEAR WEST SIDE,2017,19,PEDESTRIAN,1
NEAR WEST SIDE,2017,19,REAR END,29
NEAR WEST SIDE,2017,19,SIDESWIPE SAME DIRECTION,31
NEAR WEST SIDE,2017,19,TURNING,24
NEAR WEST SIDE,2017,20,ANGLE,13
NEAR WEST SIDE,2017,20,FIXED OBJECT,3
NEAR WEST SIDE,2017,20,OTHER NONCOLLISION,2
NEAR WEST SIDE,2017,20,PARKED MOTOR VEHICLE,21
NEAR WEST SIDE,2017,20,PEDALCYCLIST,2
NEAR WEST SIDE,2017,20,PEDESTRIAN,5
NEAR WEST SIDE,2017,20,REAR END,24
NEAR WEST SIDE,2017,20,SIDESWIPE OPPOSITE DIRECTION,2
NEAR WEST SIDE,2017,20,SIDESWIPE SAME DIRECTION,17
NEAR WEST SIDE,2017,20,TURNING,22
NEAR WEST SIDE,2017,21,ANGLE,15
NEAR WEST SIDE,2017,21,FIXED OBJECT,7
NEAR WEST SIDE,2017,21,HEAD ON,1
NEAR WEST SIDE,2017,21,OTHER OBJECT,1
NEAR WEST SIDE,2017,21,PARKED MOTOR VEHICLE,16
NEAR WEST SIDE,2017,21,PEDALCYCLIST,3
NEAR WEST SIDE,2017,21,PEDESTRIAN,3
NEAR WEST SIDE,2017,21,REAR END,14
NEAR WEST SIDE,2017,21,SIDESWIPE OPPOSITE DIRECTION,2
NEAR WEST SIDE,2017,21,SIDESWIPE SAME DIRECTION,22
NEAR WEST SIDE,2017,21,TURNING,15
NEAR WEST SIDE,2017,22,ANGLE,9
NEAR WEST SIDE,2017,22,FIXED OBJECT,4
NEAR WEST SIDE,2017,22,HEAD ON,1
NEAR WEST SIDE,2017,22,OTHER OBJECT,1
NEAR WEST SIDE,2017,22,PARKED MOTOR VEHICLE,26
NEAR WEST SIDE,2017,22,PEDALCYCLIST,3
NEAR WEST SIDE,2017,22,PEDESTRIAN,2
NEAR WEST SIDE,2017,22,REAR END,21
NEAR WEST SIDE,2017,22,SIDESWIPE OPPOSITE DIRECTION,1
NEAR WEST SIDE,2017,22,SIDESWIPE SAME DIRECTION,25
NEAR WEST SIDE,2017,22,TURNING,16
NEAR WEST SIDE,2017,23,ANGLE,16
NEAR WEST SIDE,2017,23,FIXED OBJECT,6
NEAR WEST SIDE,2017,23,OTHER OBJECT,1
NEAR WEST SIDE,2017,23,OVERTURNED,1
NEAR WEST SIDE,2017,23,PARKED MOTOR VEHICLE,23
NEAR WEST SIDE,2017,23,PEDESTRIAN,1
NEAR WEST SIDE,2017,23,REAR END,19
NEAR WEST SIDE,2017,23,SIDESWIPE SAME DIRECTION,11
NEAR WEST SIDE,2017,23,TURNING,14
NEAR WEST SIDE,2018,0,ANGLE,16
NEAR WEST SIDE,2018,0,FIXED OBJECT,3
NEAR WEST SIDE,2018,0,HEAD ON,1
NEAR WEST SIDE,2018,0,OVERTURNED,1
NEAR WEST SIDE,2018,0,PARKED MOTOR VEHICLE,17
NEAR WEST SIDE,2018,0,PEDESTRIAN,1
NEAR WEST SIDE,2018,0,REAR END,13
NEAR WEST SIDE,2018,0,SIDESWIPE OPPOSITE DIRECTION,2
NEAR WEST SIDE,2018,0,SIDESWIPE SAME DIRECTION,10
NEAR WEST SIDE,2018,0,TURNING,14
NEAR WEST SIDE,2018,1,ANGLE,10
NEAR WEST SIDE,2018,1,FIXED OBJECT,6
NEAR WEST SIDE,2018,1,HEAD ON,1
NEAR WEST SIDE,2018,1,OVERTURNED,1
NEAR WEST SIDE,2018,1,PARKED MOTOR VEHICLE,13
NEAR WEST SIDE,2018,1,REAR END,8
NEAR WEST SIDE,2018,1,SIDESWIPE OPPOSITE DIRECTION,1
NEAR WEST SIDE,2018,1,SIDESWIPE SAME DIRECTION,4
NEAR WEST SIDE,2018,1,TURNING,8
NEAR WEST SIDE,2018,2,ANGLE,7
NEAR WEST SIDE,2018,2,FIXED OBJECT,7
NEAR WEST SIDE,2018,2,HEAD ON,1
NEAR WEST SIDE,2018,2,OTHER OBJECT,1
NEAR WEST SIDE,2018,2,PARKED MOTOR VEHICLE,19
NEAR WEST SIDE,2018,2,REAR END,17
NEAR WEST SIDE,2018,2,SIDESWIPE OPPOSITE DIRECTION,1
NEAR WEST SIDE,2018,2,SIDESWIPE SAME DIRECTION,5
NEAR WEST SIDE,2018,2,TURNING,13
NEAR WEST SIDE,2018,3,ANGLE,4
NEAR WEST SIDE,2018,3,FIXED OBJECT,7
NEAR WEST SIDE,2018,3,PARKED MOTOR VEHICLE,14
NEAR WEST SIDE,2018,3,PEDALCYCLIST,1
NEAR WEST SIDE,2018,3,PEDESTRIAN,1
NEAR WEST SIDE,2018,3,REAR END,10
NEAR WEST SIDE,2018,3,SIDESWIPE SAME DIRECTION,6
NEAR WEST SIDE,2018,3,TURNING,7
NEAR WEST SIDE,2018,4,ANGLE,9
NEAR WEST SIDE,2018,4,FIXED OBJECT,6
NEAR WEST SIDE,2018,4,PARKED MOTOR VEHICLE,11
NEAR WEST SIDE,2018,4,PEDESTRIAN,2
NEAR WEST SIDE,2018,4,REAR END,7
NEAR WEST SIDE,2018,4,SIDESWIPE OPPOSITE DIRECTION,1
NEAR WEST SIDE,2018,4,SIDESWIPE SAME DIRECTION,5
NEAR WEST SIDE,2018,4,TURNING,14
NEAR WEST SIDE,2018,5,ANGLE,10
NEAR WEST SIDE,2018,5,FIXED OBJECT,11
NEAR WEST SIDE,2018,5,OTHER OBJECT,4
NEAR WEST SIDE,2018,5,PARKED MOTOR VEHICLE,16
NEAR WEST SIDE,2018,5,PEDALCYCLIST,2
NEAR WEST SIDE,2018,5,PEDESTRIAN,1
NEAR WEST SIDE,2018,5,REAR END,9
NEAR WEST SIDE,2018,5,SIDESWIPE SAME DIRECTION,19
NEAR WEST SIDE,2018,5,TURNING,13
NEAR WEST SIDE,2018,6,ANGLE,21
NEAR WEST SIDE,2018,6,FIXED OBJECT,7
NEAR WEST SIDE,2018,6,OTHER NONCOLLISION,1
NEAR WEST SIDE,2018,6,OTHER OBJECT,3
NEAR WEST SIDE,2018,6,PARKED MOTOR VEHICLE,25
NEAR WEST SIDE,2018,6,PEDESTRIAN,12
NEAR WEST SIDE,2018,6,REAR END,17
NEAR WEST SIDE,2018,6,SIDESWIPE OPPOSITE DIRECTION,1
NEAR WEST SIDE,2018,6,SIDESWIPE SAME DIRECTION,20
NEAR WEST SIDE,2018,6,TURNING,29
NEAR WEST SIDE,2018,7,ANGLE,33
NEAR WEST SIDE,2018,7,FIXED OBJECT,11
NEAR WEST SIDE,2018,7,OTHER NONCOLLISION,1
NEAR WEST SIDE,2018,7,OTHER OBJECT,3
NEAR WEST SIDE,2018,7,PARKED MOTOR VEHICLE,32
NEAR WEST SIDE,2018,7,PEDALCYCLIST,8
NEAR WEST SIDE,2018,7,PEDESTRIAN,7
NEAR WEST SIDE,2018,7,REAR END,57
NEAR WEST SIDE,2018,7,SIDESWIPE OPPOSITE DIRECTION,4
NEAR WEST SIDE,2018,7,SIDESWIPE SAME DIRECTION,57
NEAR WEST SIDE,2018,7,TURNING,39
NEAR WEST SIDE,2018,8,ANGLE,43
NEAR WEST SIDE,2018,8,ANIMAL,1
NEAR WEST SIDE,2018,8,FIXED OBJECT,7
NEAR WEST SIDE,2018,8,HEAD ON,1
NEAR WEST SIDE,2018,8,OTHER OBJECT,4
NEAR WEST SIDE,2018,8,PARKED MOTOR VEHICLE,54
NEAR WEST SIDE,2018,8,PEDALCYCLIST,10
NEAR WEST SIDE,2018,8,PEDESTRIAN,15
NEAR WEST SIDE,2018,8,REAR END,99
NEAR WEST SIDE,2018,8,SIDESWIPE OPPOSITE DIRECTION,3
NEAR WEST SIDE,2018,8,SIDESWIPE SAME DIRECTION,102
NEAR WEST SIDE,2018,8,TURNING,57
NEAR WEST SIDE,2018,9,ANGLE,54
NEAR WEST SIDE,2018,9,ANIMAL,1
